글로우베리,https://usercontents-c.styleshare.io/images/42782702/700x394,https://usercontents-c.styleshare.io/images/42782702/88x50,"20,000시간이 넘는 긴 시간 동안 스킨케어를 연구한 전문가에 의해 만들어진 GLOWBERRY"
글륵,https://usercontents-c.styleshare.io/images/25512178/700x394,https://usercontents-c.styleshare.io/images/25512178/88x50,"Viel Gluck! 독일인들이 일상에서 서로의 행복과 성공을 기원하는 인사, '글륵(Gluck)'. 글륵은 세계 최초 모던 디자인의 시발점인 독일의 클래식컬하고 우아한 디자인과 행운을 기원하는 메시지를 시계에 담은글로벌 트렌드 패션와치 브랜드입니다."
글리티어,https://usercontents-c.styleshare.io/images/39915524/700x394,https://usercontents-c.styleshare.io/images/39915524/88x50,자연스럽고 빛나는 피부를 위한 스킨케어와 트렌디한 감성을 담아낸 힙한 코스메틱 브랜드입니다.
기브유,https://usercontents-c.styleshare.io/images/27f9c7d2-3b06-40a9-8e7a-55b91f3fb3c6/700x394,https://usercontents-c.styleshare.io/images/27f9c7d2-3b06-40a9-8e7a-55b91f3fb3c6/88x50,"러블리하고, 심플한 20대룩 심플&베이직한의류부터 슈즈&ACC까지 무료배송으로 만나보세요"
기키,https://usercontents-c.styleshare.io/images/21686441/700x394,https://usercontents-c.styleshare.io/images/21686441/88x50,
길단,https://usercontents-c.styleshare.io/images/19558191/700x394,https://usercontents-c.styleshare.io/images/19558191/88x50,"GILDAN(길단)은 북미점유율 최고수준에 달하며 톱셀러 메이커로 전세계적으로 판매가 이루어지고 있는 세계 최대 규모의 베이직 의류 브랜드 입니다. 2013 슈퍼볼 광고 스폰서로 액티브웨어로서도 인기가 높으며 베이직 티셔츠부터 포켓티,스웻셔츠,가장 인기상품인 후드 제품까지 가격대비 최상의 품질을 자랑합니다."
길라에잇,https://usercontents-c.styleshare.io/images/42358019/700x394,https://usercontents-c.styleshare.io/images/42358019/88x50,"비건 화장품 길라에잇은 식물의 발아, 성장, 개화의 과정을 ‘Beauty’ 의 순환과정으로 수용하여, 식물성 원료를 사용하여 지속 가능한 환경과 자연의 생명력을 담은 화장품 브랜드 입니다."
깅엄버스,https://usercontents-c.styleshare.io/images/18816846/700x394,https://usercontents-c.styleshare.io/images/18816846/88x50,"GINGHAMBUS(깅엄버스) 2015년 5월에 창업한 신진 디자이너 브랜드 이며, 위트있고 독창적인 아이템을 직접 디자인하여 국내생산으로 제작 하고 있습니다."
까르뱅,https://usercontents-c.styleshare.io/images/43110895/700x394,https://usercontents-c.styleshare.io/images/43110895/88x50,"카르맨 드 토마조에 의해 1945년 설립된 오뜨쿠띄르 하우스 까르뱅 으로 키가 작은 여성들을 위한 브랜드로 런칭하여 다른 브랜드와 차별적인 페미닌한 장식과 현실적인 디자인으로 시작 하게된 브랜드로 50년대 스카프와 지금까지 이어지는 향수를 선보이며 현재 이태리,벨기에,미국,일본,홍콩 등에서 판매가 이루어지고잇다"
까스텔바작,https://usercontents-c.styleshare.io/images/42283587/700x394,https://usercontents-c.styleshare.io/images/42283587/88x50,독특한 예술 감각과 현대적인 감성으로 유명한 프랑스의 명품 브랜드
까트린(cattline),https://usercontents-c.styleshare.io/images/33689147/700x394,https://usercontents-c.styleshare.io/images/33689147/88x50,브랜드 네임이자 브랜드 뮤즈인 CATTLINE 은소녀가 여성으로 성장해가는 과정을 디자인으로 풀어 해석한 브랜드입니다.귀엽고 사랑스러운 소녀의 감성과 고급스럽고 성숙한 여성의 감성을 믹스하여매시즌 새롭고 다양한 컬렉션을 선보입니다.
꼬달리,,,브랜드 네임이자 브랜드 뮤즈인 CATTLINE 은소녀가 여성으로 성장해가는 과정을 디자인으로 풀어 해석한 브랜드입니다.귀엽고 사랑스러운 소녀의 감성과 고급스럽고 성숙한 여성의 감성을 믹스하여매시즌 새롭고 다양한 컬렉션을 선보입니다.
꼬미엔조,https://usercontents-c.styleshare.io/images/18816964/700x394,https://usercontents-c.styleshare.io/images/18816964/88x50,"COMIENZO(꼬미엔조)는 스페인어로 ""시작""이라는 뜻을 가지고 있습니다. 시작은 언제나 처음을 말하는 단어이긴 하지만, 디자이너가 추구하고자 하는 부분은 열정을 뜻합니다. 시작과 열정으로 재해석하여 꼬미엔조 만의 색을 표현한 브랜드입니다."
꼼데가르송,https://usercontents-c.styleshare.io/images/38817561/700x394,https://usercontents-c.styleshare.io/images/38817561/88x50,"일본의 디자이너 레이 가와쿠보가 설립한 아방가르드 패션 브랜드.뜻은 프랑스어로 '소년들처럼' 이라는 의미이다. 브랜드의 시그니처 아이템으로는 연미복 스타일의 재킷과 물방울 무늬의 셔츠가 있다.꼼데가르송은 1969년에 첫 출시되었고, 첫 남성복 라인인 꼼데가르송 옴므는 1978년에처음으로 출시되었으나 전 세계적인 주목을 받기 시작 한 것은 1981년 파리컬렉션진출부터이다."
